id,organization_type,staff,population,reporting_year,total_scope_1,total_scope_2,total_scope_3
2589,1,699.0,,2015.0,5568.0,377.0,0.0
2594,2,5940.0,,2016.0,2751.0,2757.0,0.0
2595,1,943.0,,2016.0,1203.0,198.0,2883.0
2597,2,600.0,,2016.0,793.0,176.0,3168.0
2599,2,300.0,,2016.0,3452.0,602.0,0.0
2601,1,500.0,,2016.0,623.0,351.0,204.0
2602,3,4054.0,1243597.0,2015.0,22899.0,1893.0,125501.0
2603,5,900.0,,2016.0,2103.0,65.0,664.0
2605,4,262.0,,2016.0,331.0,17.0,0.0
2607,2,3033.0,,2016.0,2378.0,496.0,528.0
2610,1,8956.0,,2016.0,4715.0,1491.0,2002.0
2611,1,8977.0,,2014.0,1471.0,1587.0,32276.0
2616,1,854.0,,2016.0,696.0,256.0,22045.0
2617,1,500.0,,2016.0,305.0,820.0,0.0
2618,3,5600.0,1254609.0,2014.0,40556.0,55.0,81616.0
2620,1,535.0,,2016.0,0.0,252.0,0.0
2623,3,52000.0,2265886.0,2016.0,53815.0,61548.0,187691.0
2625,1,563.0,,2016.0,1320.0,259.0,380.0
2626,3,774.0,62150.0,2010.0,27559.0,493.0,0.0
2627,4,139.0,,2017.0,128.0,14.0,318.0
2629,1,480.0,,2017.0,1311.0,58.0,0.0
2630,2,15935.0,,2016.0,6282.0,16567.0,2424.0
2632,3,1136.0,226175.0,2016.0,5402.0,481.0,3908.0
2633,1,915.0,,2016.0,4232.0,0.0,308039.0
2637,3,500.0,128500.0,2016.0,4417.0,1109.0,21795.0
2639,1,778.0,,2016.0,20830.0,0.0,2402.0
2640,2,352.0,,2016.0,339.0,17.0,0.0
2642,1,800.0,,2015.0,24271.0,6491.0,15878.0
2643,4,56.0,,2017.0,55.0,3.0,113.0
2644,4,127.0,,2017.0,478.0,15.0,825.0
2648,3,2200.0,148543.0,2017.0,4355.0,1743.0,17600.0
2649,1,531.0,,2016.0,254.0,172.0,0.0
2652,1,550.0,,2017.0,2893.0,48.0,2131.0
2653,4,1021.0,,2016.0,4844.0,328.0,22948.0
2656,1,800.0,,2016.0,0.0,14.0,0.0
2657,1,200.0,,2017.0,1480.0,130.0,44690.0
2658,1,2100.0,,2017.0,1113.0,1750.0,0.0
2660,2,900.0,,2016.0,1375.0,381.0,206.0
2663,1,781.0,,2017.0,159.0,897.0,99.0
2665,3,250.0,125000.0,2015.0,1061.0,577.0,6968.0
2671,1,1111.0,,2014.0,274.0,7.0,0.0
2707,1,443.0,,2016.0,1220.0,127.0,11481.0
2710,5,1600.0,,2016.0,2055.0,214.0,411.0
2711,3,1868.0,80000.0,2015.0,5119.0,709.0,0.0
2714,2,150.0,,2017.0,450.0,61.0,2720.0
2715,1,2220.0,,2016.0,2379.0,557.0,6839.0
2716,1,1458.0,,2017.0,1665.0,583.0,0.0
2717,1,1345.0,,2016.0,2043.0,415.0,3581.0
2719,2,600.0,,2016.0,914.0,624.0,0.0
2722,5,1000.0,,2016.0,1614.0,255.0,124.0
2727,1,950.0,,2016.0,546.0,165.0,0.0
2728,1,540.0,,2017.0,6830.0,316.0,0.0
2731,2,2288.0,,2016.0,2245.0,299.0,513.0
2738,1,540.0,,2016.0,45464.0,15.0,0.0
2748,2,2989.0,,2016.0,4364.0,332.0,871.0
2753,1,2092.0,,2016.0,12714.0,1506.0,6606.0
2755,1,700.0,,2015.0,1311.0,199.0,381.0
2756,3,9200.0,1281971.0,2016.0,310710.0,11186.0,0.0
2762,1,850.0,,2016.0,2474.0,216.0,695.0
2763,3,1200.0,75000.0,2015.0,2670.0,525.0,0.0
2764,2,572.0,,2015.0,2080.0,3211.0,0.0
2765,1,1634.0,,2017.0,6385.0,388.0,0.0
2766,1,600.0,,2017.0,320.0,52.0,0.0
2769,2,330.0,,2015.0,14712.0,460.0,0.0
2770,2,2747.0,,2016.0,3613.0,3920.0,0.0
2774,2,534.0,,2016.0,3545.0,3089.0,1841.0
2775,1,1150.0,,2016.0,8276.0,2219.0,0.0
2779,1,554.0,,2016.0,1827.0,585.0,0.0
2782,1,1724.0,,2016.0,964.0,793.0,12688.0
2783,1,564.0,,2016.0,179.0,301.0,1148.0
2785,3,35.0,22573.0,2016.0,321.0,17.0,3177.0
2786,1,1200.0,,2014.0,2351.0,881.0,71353.0
2800,3,3700.0,620000.0,2016.0,90419.0,44892.0,100995.0
2862,1,500.0,,2012.0,2613.0,425.0,0.0
2865,3,310.0,78445.0,2016.0,2690.0,517.0,3562.0
2868,1,1200.0,,2016.0,21806.0,4064.0,79446.0
2874,1,2400.0,,2017.0,9979.0,5661.0,24810.0
2886,1,18000.0,,2017.0,23.0,0.0,7.0
2921,1,3785.0,,2014.0,17198.0,982.0,0.0
2922,1,1151.0,,2017.0,12308.0,142.0,0.0
2923,3,4500.0,298000.0,2016.0,2432.0,2363.0,0.0
2930,2,2100.0,,2016.0,4205.0,519.0,3270.0
2932,2,707.0,,2017.0,439.0,162.0,78.0
2934,3,138.0,54097.0,2016.0,178.0,35.0,2601.0
2935,3,138.0,103153.0,2016.0,261.0,23.0,3346.0
2940,4,372.0,,2016.0,348.0,28.0,637.0
2941,3,2415.0,110733.0,2016.0,2618.0,3555.0,0.0
2946,1,1800.0,,2017.0,1478.0,360.0,0.0
2949,3,4216.0,1120190.0,2017.0,8900.0,1563.0,49807.0
2951,2,293.0,,2017.0,77235.0,117.0,0.0
2955,1,19891.0,,2017.0,48179.0,13565.0,141903.0
2956,1,598.0,,2014.0,37.0,805.0,0.0
2959,1,4274.0,,2016.0,1877.0,899.0,23984.0
2960,1,1881.0,,2016.0,4875.0,922.0,12232.0
2961,1,247.0,,2016.0,986.0,629.0,56753.0
2962,3,7500.0,15000000.0,2016.0,15478.0,4683.0,72353.0
2965,2,472.0,,2016.0,789.0,145.0,204.0
2974,1,5.0,,2018.0,100.0,1500.0,198148.0
2975,1,800.0,,2017.0,725.0,235.0,202.0
2976,2,1850.0,,2016.0,1204.0,488.0,422.0
2978,1,910.0,,2014.0,2303.0,179.0,1243.0
2980,3,3020.0,732153.0,2016.0,12016.0,1418.0,0.0
2983,1,726.0,,2017.0,18158.0,0.0,8684.0
2990,2,1600.0,,2018.0,965.0,180.0,3026.0
2991,1,3496.0,,2017.0,34.0,0.0,5242.0
2996,1,1000.0,,2017.0,1273.0,1407.0,367.0
2997,2,3200.0,,2016.0,2265.0,12377.0,28857.0
2998,2,2210.0,,2016.0,2420.0,275.0,21763.0
2999,2,450.0,,2011.0,439.0,91.0,64.0
3000,1,923.0,,2017.0,4982.0,2602.0,0.0
3002,1,2190.0,,2017.0,2796.0,1635.0,4349.0
3004,2,973.0,,2016.0,2090.0,914.0,12092.0
3006,3,500.0,103200.0,2016.0,5639.0,1037.0,1702.0
3007,2,1123.0,,2016.0,1441.0,277.0,8453.0
3009,1,1319.0,,2017.0,887.0,72.0,966.0
3013,2,660.0,,2012.0,2477.0,0.0,0.0
3015,3,3020.0,732153.0,2010.0,18120.0,1083.0,160555.0
3021,1,1430.0,,2017.0,446.0,16535.0,50425.0
3024,1,567.0,,2017.0,250.0,682.0,2893.0
3029,1,745.0,,2017.0,870.0,76.0,0.0
3030,1,1200.0,,2014.0,1063.0,413.0,12415.0
3034,1,1065.0,,2015.0,89342.0,13268.0,0.0
3037,1,500.0,,2017.0,1475.0,184.0,0.0
3041,1,2432.0,,2018.0,746.0,694.0,1384.0
3042,1,850.0,,2015.0,345.0,10606.0,0.0
3043,1,855.0,,2016.0,259.0,11299.0,0.0
3044,1,810.0,,2017.0,281.0,11299.0,0.0
3046,2,1662.0,,2016.0,1212.0,690.0,271.0
3052,1,1658.0,,2018.0,798.0,2233.0,5348.0
3055,3,1800.0,350000.0,2011.0,18521.0,225.0,59607.0
3064,1,1026.0,,2017.0,695.0,3271.0,0.0
3065,1,1140.0,,2016.0,3596.0,977.0,1157.0
3066,3,418.0,110000.0,2017.0,1644.0,685.0,662.0
3067,2,2930.0,,2016.0,3997.0,655.0,869.0
3068,2,1549.0,,2015.0,4246.0,681.0,1116.0
3070,2,1214.0,,2017.0,,,
3071,2,720.0,,2017.0,1316.0,85.0,264.0
3074,2,1161.0,,2017.0,211.0,146.0,65.0
3076,3,3200.0,1045000.0,2015.0,15351.0,4306.0,58651.0
3077,2,120.0,,2017.0,10.0,0.0,0.0
3078,5,556.0,,2016.0,266.0,2251.0,0.0
3079,1,979.0,,2014.0,95652.0,88293.0,65001.0
3080,2,332.0,,2017.0,134.0,35.0,36.0
3083,1,834.0,,2015.0,726.0,106.0,4116.0
3087,3,300.0,53800.0,2018.0,941.0,235.0,9589.0
3091,3,3700.0,1117000.0,2016.0,26482.0,2343.0,0.0
3092,2,500.0,,2017.0,1016.0,48.0,204.0
3095,2,629.0,,2017.0,1111.0,134.0,232.0
3096,2,480.0,,2018.0,1030.0,101.0,50.0
3098,3,3000.0,194500.0,2017.0,993.0,0.0,33645.0
3101,1,1400.0,,2017.0,14873.0,841.0,68298.0
3102,1,768.0,,2016.0,1570.0,122.0,0.0
3112,2,307.0,,2017.0,472.0,29.0,94.0
3114,2,2214.0,,2017.0,3416.0,116.0,728.0
3115,3,2212.0,384474.0,2017.0,5012.0,580.0,16454.0
3117,1,2719.0,,2018.0,529.0,490.0,10765.0
3118,2,258.0,,2017.0,458.0,24.0,103.0
3120,2,301.0,,2017.0,64.0,20.0,386.0
3125,3,4000.0,232741.0,2016.0,8360.0,9252.0,3227.0
3130,1,5719.0,,2018.0,154.0,477.0,0.0
3131,1,882.0,,2018.0,4.0,82.0,0.0
3132,1,330.0,,2017.0,387.0,25.0,241.0
3134,2,2541.0,,2017.0,3001.0,545.0,43764.0
3135,3,8000.0,1365039.0,2016.0,13668.0,6409.0,84672.0
3136,1,61012.0,,2017.0,768979.0,217727.0,227455.0
3139,2,406.0,,2017.0,543.0,76.0,113.0
3145,2,767.0,,2017.0,1550.0,524.0,298.0
3147,2,371.0,,2016.0,51.0,132.0,6526.0
3150,2,2200.0,,2016.0,2821.0,1000.0,25996.0
3151,2,49700.0,,2016.0,7302.0,3714.0,7111.0
3156,2,787.0,,2017.0,80225.0,2489.0,31416.0
3164,2,1369.0,,2017.0,2342.0,148.0,534.0
3165,1,2950.0,,2017.0,2035.0,1392.0,0.0
3166,1,667.0,,2017.0,300.0,42.0,2417.0
3168,1,590.0,,2017.0,2071.0,954.0,654.0
3169,1,14267.0,,2018.0,7473.0,4280.0,12065.0
3172,2,1595.0,,2017.0,3032.0,121.0,639.0
3176,1,2039.0,,2017.0,472.0,376.0,0.0
3179,1,713.0,,2017.0,7496.0,356.0,2087.0
3181,2,1139.0,,2017.0,530.0,246.0,217.0
3184,1,17582.0,,2017.0,5460.0,447.0,0.0
3187,1,1210.0,,2017.0,1074.0,147.0,6183.0
3188,1,3600.0,,2016.0,97569.0,0.0,0.0
3190,2,153000.0,,2017.0,659122.0,254089.0,2132061.0
3191,1,1250.0,,2017.0,1791.0,1683.0,27616.0
3192,1,500.0,,2017.0,395.0,705.0,0.0
3195,1,850.0,,2017.0,2586.0,89.0,0.0
3198,1,545.0,,2017.0,1506.0,15.0,338.0
3199,2,280.0,,2015.0,464.0,97.0,0.0
3211,1,9842.0,,2017.0,5197.0,11871.0,0.0
3212,2,1842.0,,2017.0,807.0,2733.0,440.0
3214,1,1400.0,,2018.0,1800.0,417.0,0.0
3215,1,19494.0,,2017.0,147566.0,28515.0,0.0
3216,2,1850.0,,2017.0,2280.0,834.0,815.0
3217,1,2642.0,,2016.0,45290.0,4654.0,22834.0
3218,1,2400.0,,2018.0,3090.0,247.0,0.0
3219,1,1000.0,,2018.0,2145.0,754.0,0.0
3221,1,69978.0,,2017.0,167570.0,57269.0,2419726.0
3222,1,120000.0,,2014.0,3168.0,449.0,0.0
3223,1,558.0,,2012.0,2432.0,1453.0,0.0
3225,1,2273.0,,2016.0,2427.0,149.0,568.0
3233,1,1554.0,,2018.0,882.0,276.0,0.0
3234,1,1387.0,,2017.0,10116.0,3989.0,189698.0
3235,1,1860.0,,2017.0,2015.0,391.0,1041.0
3236,1,750.0,,2017.0,40.0,14.0,0.0
3237,2,1928.0,,2017.0,19224.0,25895.0,89129.0
3240,2,1280.0,,2015.0,3494.0,283.0,6881.0
3241,1,1010.0,,2017.0,21712.0,1432.0,51161.0
3243,3,159.0,78000.0,2018.0,776.0,86.0,2410.0
3245,3,1613.0,65374.0,2017.0,1509.0,3144.0,17310.0
3246,3,2282.0,114644.0,2016.0,19634.0,975.0,39569.0
3247,3,537.0,281899.0,2016.0,9033.0,1749.0,46416.0
3248,4,560.0,,2017.0,2900.0,152.0,18556.0
3250,1,914.0,,2017.0,70977.0,34851.0,0.0
3252,1,893.0,,2017.0,88534.0,28008.0,0.0
3253,1,1300.0,,2011.0,18043.0,2842.0,4184.0
3254,2,800.0,,2017.0,11666.0,15468.0,0.0
3255,1,765.0,,2017.0,306.0,443.0,110.0
3256,4,526.0,,2017.0,0.0,91.0,8982.0
3257,2,49342.0,,2017.0,10586.0,8335.0,232114.0
3261,1,8330.0,,2017.0,4201.0,1756.0,2638.0
3263,1,467.0,,2018.0,1284.0,45.0,0.0
3264,1,2693.0,,2017.0,426.0,160.0,0.0
3267,2,10585.0,,2017.0,10332.0,1052.0,64178.0
3268,1,2461.0,,2017.0,9404.0,868.0,0.0
3269,1,505.0,,2017.0,2658.0,16.0,0.0
3270,2,328.0,,2018.0,108.0,73.0,34.0
3271,3,1699.0,94892.0,2016.0,6098.0,1392.0,41787.0
3275,1,535.0,,2017.0,48085.0,14201.0,39080.0
3276,2,260.0,,2017.0,319.0,21.0,78.0
3278,1,2855.0,,2017.0,68290.0,14690.0,0.0
3279,1,6670.0,,2017.0,969.0,0.0,38670.0
3280,2,789.0,,2017.0,1713.0,0.0,10886.0
3283,3,1104.0,68587.0,2017.0,1492.0,5423.0,10417.0
3286,3,6089.0,1601569.0,2017.0,17507.0,6951.0,0.0
3289,3,306.0,108419.0,2014.0,3222.0,178.0,7872.0
3292,2,293.0,,2017.0,362.0,29.0,77.0
3296,1,7054.0,,2017.0,4201.0,1634.0,0.0
3297,3,1200.0,46351.0,2014.0,2773.0,852.0,5285.0
3298,1,606.0,,2017.0,855.0,497.0,0.0
3299,1,6392.0,,2018.0,2639.0,4404.0,716431.0
3300,5,5500.0,,2017.0,5066.0,388.0,1122.0
3310,1,9500.0,,2017.0,16405.0,6786.0,0.0
3312,2,480.0,,2017.0,1289.0,176.0,5814.0
3313,1,983.0,,2018.0,281.0,176.0,38363.0
3314,2,376.0,,2015.0,644.0,181.0,108.0
3315,2,44054.0,,2017.0,258199.0,43662.0,85917.0
3317,1,647.0,,2017.0,4914.0,461.0,1317.0
3324,1,1596.0,,2017.0,469.0,1877.0,3387.0
3326,1,627.0,,2015.0,173.0,222.0,0.0
3330,2,990.0,,2017.0,1919.0,267.0,0.0
3332,1,756.0,,2018.0,1663.0,304.0,29845.0
3335,4,306.0,,2017.0,118.0,185.0,0.0
3336,2,14049.0,,2017.0,,,
3339,1,1058.0,,2017.0,50439.0,0.0,0.0
3340,2,2205.0,,2017.0,3.0,432.0,20935.0
3344,3,2000.0,118000.0,2012.0,6980.0,3065.0,0.0
3345,3,2000.0,118000.0,2015.0,5837.0,2250.0,0.0
3346,2,450.0,,2017.0,806.0,214.0,186.0
3350,1,7002.0,,2017.0,14689.0,491.0,0.0
3353,1,550.0,,2015.0,13191.0,983.0,3069.0
3354,3,3414.0,1045000.0,2017.0,11576.0,1142.0,56269.0
3361,1,1695.0,,2018.0,9042.0,0.0,0.0
3366,1,5199.0,,2017.0,2697.0,1305.0,0.0
3369,2,12469.0,,2017.0,14858.0,8345.0,80540.0
3379,1,622.0,,2018.0,1897.0,118.0,1100.0
3380,1,89813.0,,2018.0,273792.0,17048.0,158782.0
3381,1,7911.0,,2018.0,24117.0,1502.0,13986.0
3382,1,658.0,,2018.0,272.0,125.0,0.0
3383,1,1441.0,,2018.0,596.0,274.0,0.0
3384,1,686.0,,2018.0,284.0,130.0,0.0
3385,1,951.0,,2018.0,394.0,181.0,0.0
3386,1,642.0,,2018.0,265.0,122.0,0.0
3387,1,1553.0,,2018.0,643.0,295.0,0.0
3390,2,656.0,,2017.0,96.0,1523.0,149.0
3391,2,657.0,,2017.0,1266.0,93.0,249.0
3404,1,1300.0,,2014.0,14429.0,2994.0,0.0
3419,2,1826.0,,2017.0,1746.0,564.0,207.0
3428,2,1242.0,,2017.0,3992.0,136.0,908.0
3429,2,1314.0,,2017.0,476.0,1552.0,219.0
3430,2,235.0,,2018.0,436.0,17.0,101.0
3439,3,1.0,44219.0,2015.0,12948.0,50.0,0.0
3440,1,719.0,,2018.0,180219.0,5998.0,0.0
3443,1,453.0,,2018.0,1.0,349.0,0.0
3452,1,507.0,,2014.0,1631.0,87.0,434.0
3454,1,2200.0,,2018.0,10.0,56.0,0.0
3455,3,3768.0,807165.0,2017.0,11046.0,1094.0,61990.0
3456,1,2463.0,,2018.0,560.0,865.0,0.0
3458,1,509.0,,2017.0,14.0,77.0,15.0
3467,1,650.0,,2018.0,2491.0,1316.0,439.0
3469,1,6435.0,,2017.0,50142.0,16919.0,1968297.0
3478,1,5825.0,,2017.0,1184.0,3640.0,0.0
3479,3,1700.0,209161.0,2016.0,2859.0,1570.0,24280.0
3480,3,1700.0,209161.0,2017.0,2578.0,2629.0,15602.0
3484,1,646.0,,2018.0,1502.0,408.0,295.0
3493,3,2400.0,134000.0,2017.0,6182.0,1662.0,0.0
3496,1,1600.0,,2018.0,13455.0,2604.0,0.0
3497,1,5600.0,,2018.0,705.0,1482.0,29489.0
3500,2,450.0,,2018.0,645.0,487.0,0.0
3502,2,706.0,,2018.0,669.0,68.0,157.0
3503,1,3396.0,,2018.0,934.0,1019.0,29815.0
3504,2,521.0,,2018.0,1047.0,161.0,0.0
3507,2,1700.0,,2018.0,814.0,443.0,0.0
3516,1,1007.0,,2015.0,32568.0,6144.0,8463.0
3533,5,3100.0,,2018.0,6285.0,492.0,0.0
3536,1,659.0,,2018.0,5.0,146.0,4310.0
3537,2,537.0,,2017.0,591.0,54.0,0.0
3539,1,2552.0,,2018.0,69498.0,2025.0,0.0
3543,1,14000.0,,2018.0,30872.0,8251.0,5511.0
3545,1,2104.0,,2018.0,904.0,538.0,19869.0
3550,1,1200.0,,2018.0,676.0,466.0,10240.0
3552,1,4555.0,,2018.0,1027.0,377.0,10918.0
3561,1,551.0,,2018.0,4137.0,162.0,15092.0
3564,2,1425.0,,2018.0,3918.0,709.0,0.0
3565,1,728.0,,2018.0,4521.0,282.0,37985.0
3566,1,1474.0,,2018.0,2043.0,570.0,77620.0
3568,3,336.0,80565.0,2017.0,3147.0,149.0,13777.0
3569,1,1508.0,,2018.0,2043.0,570.0,77620.0
3572,2,250.0,,2018.0,395.0,63.0,0.0
3573,2,10842.0,,2018.0,8236.0,15575.0,858.0
3576,1,1680.0,,2018.0,,,
3580,1,1104.0,,2018.0,3771.0,2177.0,0.0
3587,1,2009.0,,2017.0,493054.0,30892.0,0.0
3589,1,1800.0,,2018.0,1793.0,1251.0,3774202.0
3590,1,987.0,,2017.0,7030.0,5047.0,0.0
3591,1,4000.0,,2017.0,22871.0,484.0,0.0
3592,1,552.0,,2017.0,45.0,344.0,0.0
3593,1,977.0,,2017.0,8259.0,2507.0,0.0
3596,2,442.0,,2018.0,51.0,1821.0,462.0
3600,1,600.0,,2018.0,49493.0,572.0,0.0
3606,2,2066.0,,2015.0,9696.0,1004.0,17067.0
3611,1,1485.0,,2018.0,3581.0,60.0,10954.0
3616,4,475.0,,2015.0,309.0,185.0,102.0
3620,3,534.0,53306.0,2018.0,1002.0,389.0,814.0
3629,1,693.0,,2017.0,735.0,6119.0,0.0
3632,1,4371.0,,2018.0,1922.0,2285.0,358.0
3634,1,5200.0,,2018.0,45537.0,3302.0,0.0
3638,1,3807.0,,2018.0,593.0,1361.0,913.0
3643,1,4000.0,,2018.0,156.0,2861.0,0.0
3644,2,650.0,,2017.0,1079.0,104.0,242.0
3645,4,538.0,,2018.0,289.0,183.0,96.0
3648,1,1021.0,,2018.0,9416.0,131.0,2202.0
3652,2,1551.0,,2018.0,195.0,144.0,92.0
3658,1,1200.0,,2018.0,6300.0,1700.0,37000.0
3659,2,350.0,,2017.0,630.0,34.0,149.0
3660,1,605.0,,2017.0,189.0,205.0,0.0
3661,3,350.0,69000.0,2019.0,,,
3666,1,4999.0,,2019.0,21711.0,7222.0,222169.0
3670,1,1398.0,,2018.0,7422.0,986.0,5458.0
3672,1,1119.0,,2017.0,1142.0,370.0,0.0
3682,3,145.0,64000.0,2018.0,530.0,829.0,150.0
3683,1,2600.0,,2018.0,10050.0,1908.0,0.0
3685,1,1170.0,,2018.0,3641.0,2735.0,0.0
3686,3,1500.0,96000.0,2017.0,2739.0,1932.0,735.0
3689,2,1161.0,,2017.0,5042.0,584.0,0.0
3692,1,818.0,,2018.0,404.0,2696.0,2310.0
3693,2,950.0,,2018.0,1160.0,54.0,221.0
3694,5,150.0,,2017.0,55.0,79.0,1251.0
3696,1,885.0,,2018.0,333.0,174.0,86.0
3700,2,6300.0,,2018.0,12380.0,21859.0,5716.0
3701,1,684.0,,2018.0,8520.0,907.0,0.0
3703,2,300.0,,2018.0,19781.0,1933.0,0.0
3708,1,1600.0,,2017.0,36175.0,158.0,9517.0
3710,1,3548.0,,2018.0,33772.0,8947.0,0.0
3711,1,952.0,,2018.0,9835.0,1757.0,0.0
3712,1,555.0,,2018.0,3584.0,965.0,0.0
3713,1,544.0,,2018.0,6969.0,1427.0,0.0
3714,1,659.0,,2017.0,1975.0,272.0,0.0
3719,1,486.0,,2017.0,67561.0,13686.0,0.0
3720,1,2600.0,,2018.0,1094.0,1049.0,25154.0
3733,1,721.0,,2019.0,144598.0,411.0,0.0
3737,1,600.0,,2018.0,12686.0,206.0,1832.0
3742,2,500.0,,2017.0,1090.0,81.0,344.0
3745,2,325.0,,2018.0,341.0,30.0,69.0
3746,2,395.0,,2018.0,1373.0,175.0,885.0
3751,1,600.0,,2018.0,32857.0,24663.0,8775.0
3752,1,280.0,,2018.0,10124.0,2664.0,2235.0
3761,1,4478.0,,2018.0,51231.0,20655.0,2006285.0
3778,1,1452.0,,2018.0,377.0,291.0,1283.0
3788,3,160.0,51458.0,2016.0,830.0,264.0,6837.0
3789,2,716.0,,2018.0,406.0,79.0,77.0
3790,1,2346.0,,2019.0,334.0,432.0,887.0
3791,1,700.0,,2018.0,3438.0,67.0,0.0
3793,3,1752.0,369600.0,2018.0,7746.0,1182.0,1654.0
3794,1,1332.0,,2018.0,203.0,1056.0,30377.0
3795,1,1226.0,,2018.0,550.0,821.0,10424.0
3796,1,829.0,,2018.0,1285.0,288.0,6007.0
3799,3,2577.0,368025.0,2018.0,5747.0,838.0,1848.0
3800,1,2559.0,,2018.0,1453.0,374.0,1766.0
3801,4,310.0,,2016.0,152.0,34.0,940.0
3802,1,3168.0,,2018.0,33385.0,4517.0,5958.0
3813,1,2710.0,,2019.0,185.0,422.0,10325.0
3814,1,900.0,,2015.0,1895.0,449.0,0.0
3815,5,1104.0,,2019.0,295.0,1756.0,220.0
3817,1,614.0,,2018.0,20102.0,1305.0,0.0
3831,1,8242.0,,2018.0,24538.0,7277.0,554491.0
3835,2,21552.0,,2018.0,22002.0,3464.0,3394.0
3836,1,1364.0,,2018.0,320.0,1328.0,620.0
3841,1,1387.0,,2018.0,5474.0,4877.0,1566.0
3845,2,485.0,,2018.0,1593.0,161.0,92.0
3846,5,163.0,,2018.0,13.0,90.0,708.0
3848,1,244.0,,2018.0,2559.0,196.0,0.0
3850,1,1800.0,,2018.0,16170.0,113.0,0.0
3875,1,587.0,,2018.0,2793.0,940.0,858.0
3890,3,130.0,54867.0,2017.0,55.0,35.0,104.0
3891,1,1766.0,,2018.0,50.0,443.0,658.0
3920,1,3659.0,,2018.0,1386.0,796.0,2669.0
3926,1,624.0,,2018.0,4307.0,699.0,2237.0
3929,2,894.0,,2016.0,1203.0,256.0,0.0
3930,5,900.0,,2019.0,6063.0,351.0,0.0
3932,1,3000.0,,2018.0,2118.0,671.0,2744.0
3933,1,948.0,,2018.0,5.0,2.0,0.0
3935,1,2758.0,,2018.0,267.0,422.0,1044.0
3936,1,9558.0,,2018.0,8124.0,1526.0,3454.0
3938,1,1145.0,,2018.0,19.0,13.0,0.0
3940,1,1617.0,,2018.0,252.0,71314.0,7264.0
3941,1,484.0,,2018.0,25.0,8.0,0.0
3946,4,,,2016.0,768.0,59.0,2241.0
3950,1,2441.0,,2014.0,29451.0,2098.0,6954.0
3955,3,2000.0,500000.0,2018.0,9133.0,718.0,0.0
3965,1,3416.0,,2018.0,1808.0,926.0,36842.0
3966,1,2153.0,,2018.0,665.0,364.0,20410.0
3969,1,3939.0,,2018.0,5672.0,6527.0,0.0
3972,1,703.0,,2018.0,5941.0,1209.0,0.0
3973,1,700.0,,2018.0,862.0,431.0,26460.0
3974,1,593.0,,2018.0,2514.0,1743.0,0.0
3975,1,200.0,,2018.0,2052.0,56.0,547.0
3976,1,1163.0,,2018.0,493.0,398.0,8390.0
3978,1,2600.0,,2018.0,915.0,860.0,23635.0
3981,3,230.0,79063.0,2018.0,3137.0,882.0,1164.0
3982,3,3874.0,755882.0,2015.0,105874.0,5451.0,6059.0
3990,1,454.0,,2018.0,79.0,87.0,278.0
3991,2,7413.0,,2018.0,4046.0,1771.0,0.0
3994,2,300.0,,2019.0,68.0,2535.0,0.0
3995,1,1180.0,,2011.0,550.0,343.0,229.0
3998,1,2607.0,,2018.0,30385.0,2844.0,6997.0
3999,1,1366.0,,2018.0,618.0,208.0,464.0
4000,1,2429.0,,2018.0,841.0,503.0,23368.0
4003,1,2105.0,,2018.0,1673.0,334.0,23120.0
4013,1,993.0,,2018.0,1013.0,137.0,6952.0
4015,1,1833.0,,2018.0,3125.0,359.0,0.0
4022,1,520.0,,2019.0,593.0,331.0,0.0
4027,1,1649.0,,2018.0,1258.0,505.0,16221.0
4028,1,3203.0,,2018.0,13997.0,2758.0,0.0
4029,1,2035.0,,2018.0,2012.0,405.0,20786.0
4032,1,1166.0,,2018.0,339.0,182.0,7231.0
4033,1,638.0,,2018.0,784282.0,6066.0,0.0
4036,1,12569.0,,2017.0,27.0,3948.0,1667.0
4055,3,7393.0,1500000.0,2017.0,42343.0,2.0,59516.0
4056,1,10546.0,,2018.0,3556.0,335.0,0.0
4057,2,1886.0,,2018.0,189.0,245.0,906.0
4058,1,852.0,,2018.0,312.0,60.0,4950.0
4060,1,2649.0,,2018.0,966.0,1228.0,199.0
4066,1,604.0,,2018.0,284253.0,620878.0,0.0
4067,3,9000.0,1400000.0,2018.0,301920.0,11186.0,0.0
4073,2,797.0,,2018.0,1216.0,58.0,203.0
4074,3,1900.0,92000.0,2018.0,4189.0,785.0,10056.0
4077,2,545.0,,2018.0,1143.0,34.0,77.0
4083,3,304.0,197464.0,2015.0,9256.0,3002.0,38077.0
4085,1,890.0,,2018.0,1744050.0,9699.0,0.0
4088,1,1219.0,,2018.0,857.0,216.0,8633.0
4095,1,716.0,,2018.0,3205.0,541.0,0.0
4097,1,7124.0,,2019.0,64639.0,4260.0,0.0
4098,1,1476.0,,2019.0,9897.0,206.0,0.0
4105,2,1373.0,,2018.0,2281.0,186.0,380.0
4109,1,2430.0,,2018.0,638.0,1190.0,23067.0
4110,1,149000.0,,2018.0,22438.0,17862.0,33065.0
4112,1,1739.0,,2018.0,899.0,387.0,1205.0
4124,1,3752.0,,2018.0,872270.0,64758.0,0.0
4125,1,1028.0,,2018.0,962918.0,3377.0,0.0
4128,1,1159.0,,2019.0,4104.0,257.0,0.0
4133,1,6275.0,,2018.0,729500.0,170900.0,0.0
4134,3,2747.0,160650.0,2017.0,3812.0,6049.0,0.0
