id,organization_type,staff,population,reporting_year,total_scope_1,total_scope_2,total_scope_3
5545,1,12000.0,,2019.0,59563.0,11338.0,18408.0
5546,5,604.0,,2019.0,1949.0,150.0,476.0
5549,1,4300.0,,2019.0,10204.0,6660.0,3498.0
5551,1,1811.0,,2019.0,951.0,948.0,311.0
5556,2,2500.0,,2019.0,2431.0,23.0,359.0
5566,1,4342.0,,2019.0,971.0,1673.0,310.0
5567,3,2200.0,568895.0,2018.0,6938.0,471.0,40667.0
5569,1,1613.0,,2020.0,13464.0,689.0,0.0
5572,3,315.0,78051.0,2020.0,2561.0,517.0,3638.0
5577,1,530.0,,2019.0,4361.0,157.0,1881.0
5578,1,1097.0,,2019.0,22974.0,4084.0,0.0
5579,1,1052.0,,2018.0,6433.0,259.0,1598.0
5580,1,704.0,,2018.0,1675.0,65.0,386.0
5586,1,2803.0,,2019.0,235.0,474.0,23982.0
5587,2,6216.0,,2019.0,2552.0,2377.0,68245.0
5588,1,1100.0,,2019.0,13056.0,2265.0,0.0
5589,1,860.0,,2019.0,1456.0,229.0,358.0
5597,2,6500.0,,2018.0,3885.0,2714.0,1119.0
5604,1,1045.0,,2019.0,255.0,1713.0,0.0
5608,1,668.0,,2019.0,17000.0,35.0,0.0
5609,1,1100.0,,2019.0,1555.0,318.0,424.0
5610,1,8161.0,,2019.0,7972.0,3438.0,1716.0
5615,1,1183.0,,2020.0,2079.0,302.0,0.0
5617,1,3408.0,,2019.0,807.0,22.0,0.0
5620,1,3200.0,,2019.0,8815.0,804.0,0.0
5624,1,2300.0,,2019.0,9199.0,43.0,101251.0
5627,1,1337.0,,2019.0,6846.0,42.0,1589.0
5629,1,1123.0,,2019.0,5099.0,290.0,1463.0
5630,1,1013.0,,2019.0,2644.0,246.0,801.0
5632,1,2215.0,,2019.0,2240.0,868.0,879.0
5637,1,560.0,,2019.0,3398.0,286.0,949.0
5638,1,1433.0,,2019.0,3970.0,446.0,1226.0
5639,1,868.0,,2019.0,3780.0,182.0,1065.0
5640,1,722.0,,2019.0,3454.0,125.0,956.0
5641,1,695.0,,2019.0,3263.0,108.0,880.0
5642,1,857.0,,2019.0,4526.0,216.0,1279.0
5643,1,4328.0,,2019.0,13408.0,779.0,3627.0
5644,1,1394.0,,2019.0,3661.0,249.0,1061.0
5645,1,512.0,,2019.0,2873.0,53.0,774.0
5646,1,1201.0,,2019.0,8005.0,336.0,2218.0
5647,1,627.0,,2019.0,736.0,36.0,209.0
5648,1,659.0,,2019.0,89.0,128.0,51.0
5649,1,524.0,,2019.0,115.0,139.0,43.0
5656,1,655.0,,2019.0,427.0,7.0,7134.0
5657,1,950.0,,2019.0,69280.0,10288.0,0.0
5658,3,1400.0,65894.0,2018.0,1704.0,1864.0,6431.0
5661,2,386.0,,2019.0,2832.0,999.0,0.0
5669,2,1500.0,,2018.0,1159.0,101.0,1598.0
5684,2,250.0,,2017.0,30.0,99.0,937.0
5687,2,2080.0,,2019.0,3118.0,294.0,732.0
5691,1,947.0,,2019.0,25322.0,4736.0,633152.0
5694,1,600.0,,2019.0,682.0,427.0,40615.0
5695,3,1700.0,207182.0,2018.0,2222.0,1801.0,15477.0
5696,3,1700.0,207182.0,2019.0,2476.0,1798.0,15604.0
5703,1,1052.0,,2019.0,12922.0,2373.0,461090.0
5707,2,1600.0,,2018.0,1406.0,737.0,477.0
5716,1,2415.0,,2019.0,307.0,1170.0,35831.0
5717,1,532.0,,2019.0,199.0,74.0,1486.0
5723,1,198816.0,,2019.0,461031.0,2.0,0.0
5728,1,722.0,,2019.0,936.0,481.0,9190.0
5741,1,4296.0,,2019.0,994.0,508.0,17511.0
5745,1,67.0,,2019.0,14.0,5.0,1398.0
5746,1,400.0,,2019.0,152.0,18.0,3644.0
5754,1,756.0,,2019.0,458.0,236.0,7167.0
5758,1,742.0,,2019.0,9393.0,198.0,0.0
5763,2,5200.0,,2019.0,2881.0,26678.0,7369.0
5765,2,322.0,,2019.0,4728.0,1894.0,10697.0
5766,1,7645.0,,2019.0,3571.0,667.0,2659.0
5771,1,1463.0,,2019.0,52348.0,2367.0,0.0
5775,2,1772.0,,2019.0,1286.0,311.0,346.0
5776,1,29.0,,2020.0,,,
5783,1,527.0,,2019.0,2493.0,146.0,0.0
5786,1,600.0,,2019.0,23873.0,1928.0,0.0
5788,1,707.0,,2019.0,10470.0,73.0,0.0
5792,1,2600.0,,2019.0,3191.0,485.0,1287.0
5793,1,2742.0,,2018.0,3094.0,193.0,1793.0
5794,1,11457.0,,2019.0,698476.0,1100.0,238557.0
5798,1,823.0,,2018.0,377.0,26.0,215.0
5803,1,532.0,,2018.0,237.0,203.0,162.0
5811,1,1799.0,,2019.0,7527.0,320.0,1998.0
5815,1,1104.0,,2018.0,2711.0,68.0,1373.0
5822,2,11130.0,,2019.0,6515.0,2933.0,17391.0
5823,1,899.0,,2019.0,3574.0,55.0,945.0
5825,1,3462.0,,2018.0,230.0,33.0,138.0
5827,1,624.0,,2020.0,2418.0,227.0,0.0
5834,1,620.0,,2019.0,9696.0,12.0,2509.0
5836,2,659.0,,2019.0,1001.0,252.0,158.0
5841,2,9447.0,,2019.0,5131.0,8804.0,66943.0
5848,1,2200.0,,2019.0,503.0,1457.0,0.0
5853,1,2405.0,,2019.0,3730.0,3136.0,0.0
5855,1,520.0,,2019.0,438.0,161.0,0.0
5859,3,2619.0,110145.0,2018.0,6433.0,2802.0,0.0
5864,2,1400.0,,2019.0,814.0,1996.0,8243.0
5879,1,5145.0,,2019.0,3068.0,53.0,0.0
5881,2,3198.0,,2019.0,5338.0,655.0,0.0
5882,3,977.0,34634.0,2017.0,5774.0,507.0,2384.0
5883,1,3952.0,,2019.0,3917.0,485.0,0.0
5884,1,1582.0,,2019.0,483.0,6.0,0.0
5885,1,738.0,,2019.0,54.0,3.0,0.0
5893,1,1200.0,,2020.0,6578.0,1036.0,42322.0
5904,1,679.0,,2018.0,722.0,152.0,17842.0
5905,1,1132.0,,2019.0,190.0,3.0,0.0
5908,1,790.0,,2019.0,1909.0,79.0,0.0
5912,1,691.0,,2018.0,447.0,36.0,2327.0
5915,1,596.0,,2020.0,59.0,1258.0,2076.0
5916,2,570.0,,2017.0,1573.0,1207.0,0.0
5919,2,865.0,,2018.0,1287.0,102.0,261.0
5920,1,1039.0,,2019.0,29957.0,4252.0,0.0
5921,2,570.0,,2018.0,1532.0,1489.0,0.0
5922,2,570.0,,2019.0,1398.0,1249.0,0.0
5924,1,2082.0,,2019.0,3165.0,352.0,0.0
5925,1,3022.0,,2019.0,580711.0,17584.0,289613.0
5926,1,7200.0,,2019.0,1.0,62.0,6288.0
5927,3,141.0,68187.0,2018.0,1123.0,164.0,368.0
5933,1,4600.0,,2019.0,3507.0,547.0,0.0
5938,2,417.0,,2017.0,797.0,95.0,183.0
5940,1,557.0,,2019.0,2212.0,41.0,590.0
5943,2,1000.0,,2019.0,463.0,778.0,508.0
5954,1,1109.0,,2019.0,5755.0,788.0,0.0
5970,1,1136.0,,2019.0,7344.0,1369.0,2500.0
5971,3,2200.0,150000.0,2019.0,3959.0,3439.0,21378.0
5976,2,7024.0,,2018.0,7645.0,2910.0,1651.0
5978,1,2000.0,,2019.0,219.0,261.0,0.0
5979,2,586.0,,2019.0,2991.0,257.0,3057.0
5981,1,2455.0,,2019.0,25068.0,2045.0,6326.0
5982,1,373.0,,2019.0,103.0,131.0,44678.0
5985,1,1300.0,,2018.0,12355.0,3168.0,0.0
6003,1,4000.0,,2020.0,994.0,2037.0,0.0
6010,3,112.0,52275.0,2018.0,772.0,49.0,541.0
6013,1,4000.0,,2018.0,13334.0,3265.0,0.0
6016,1,120.0,,2020.0,43.0,7.0,373.0
6018,3,277.0,85143.0,2019.0,2572.0,41.0,6843.0
6020,1,419.0,,2019.0,473.0,164.0,154.0
6024,1,4767.0,,2019.0,22325.0,3699.0,0.0
6029,1,590.0,,2020.0,885.0,372.0,0.0
6033,1,576.0,,2020.0,994.0,211.0,0.0
6035,2,841.0,,2018.0,825.0,2520.0,0.0
6036,2,410.0,,2019.0,748.0,136.0,0.0
6044,1,603.0,,2019.0,1300.0,23.0,0.0
6056,1,625.0,,2019.0,1547.0,697.0,0.0
6058,3,150.0,65564.0,2018.0,1459.0,241.0,0.0
6072,1,550.0,,2019.0,24.0,55.0,38.0
6083,1,844.0,,2019.0,842.0,87.0,5265.0
6086,2,664.0,,2017.0,4583.0,1235.0,0.0
6087,1,3300.0,,2019.0,5050.0,3426.0,586268.0
6090,5,1200.0,,2020.0,1307.0,196.0,0.0
6098,3,250.0,58000.0,2018.0,269.0,25.0,631.0
6106,2,570.0,,2014.0,1392.0,579.0,0.0
6107,2,570.0,,2016.0,2133.0,542.0,0.0
6110,1,500.0,,2019.0,119.0,28.0,2084.0
6111,1,850.0,,2020.0,2346.0,100.0,0.0
6118,1,600.0,,2018.0,1156.0,474.0,0.0
6122,5,1100.0,,2020.0,2374.0,307.0,0.0
6128,1,3000.0,,2018.0,531113.0,2.0,0.0
6129,5,1900.0,,2020.0,12330.0,1875.0,0.0
6130,1,1405.0,,2019.0,2410000.0,52000.0,0.0
6131,1,208.0,,2020.0,13337.0,914.0,0.0
6132,1,1187.0,,2019.0,1424000.0,219000.0,0.0
6140,2,800.0,,2019.0,1585.0,110.0,1973.0
6154,3,510.0,84014.0,2020.0,,,
6161,1,56000.0,,2018.0,74843.0,50721.0,314144.0
6163,1,502.0,,2019.0,359.0,479.0,21099.0
6169,1,4380.0,,2019.0,31531.0,2033.0,0.0
6171,1,988.0,,2018.0,3465.0,168.0,2476.0
6172,1,1500.0,,2019.0,580.0,190.0,63893.0
6193,1,819.0,,2019.0,147.0,65.0,77.0
6215,1,4045.0,,2019.0,123.0,6608.0,0.0
6220,2,337.0,,2017.0,704.0,145.0,0.0
6227,1,1954.0,,2020.0,17990.0,889.0,0.0
6231,2,874.0,,2020.0,473.0,1506.0,0.0
6232,2,650.0,,2017.0,2426.0,344.0,573.0
6236,1,6000.0,,2020.0,486.0,872.0,25018.0
6239,2,521.0,,2019.0,1377.0,101.0,343.0
6243,1,950.0,,2021.0,1360.0,269.0,3035.0
6250,2,338.0,,2020.0,453.0,26.0,99.0
6269,1,1787.0,,2020.0,25.0,6.0,21.0
6275,1,2300.0,,2020.0,1408.0,61.0,1250.0
6278,1,900.0,,2019.0,89.0,3.0,24.0
6284,1,19891.0,,2020.0,1890.0,17155.0,122693.0
6302,1,1568.0,,2020.0,2294.0,610.0,13118.0
6304,1,110.0,,2020.0,11413.0,65.0,0.0
6305,2,338.0,,2020.0,383.0,25.0,105.0
6306,1,2490.0,,2019.0,6874.0,1476.0,271500.0
6307,1,1016.0,,2019.0,3339.0,219.0,992.0
6308,1,1598.0,,2019.0,211.0,792.0,117.0
6311,2,1452.0,,2020.0,495.0,219.0,131.0
6318,1,619.0,,2019.0,48728.0,10440.0,0.0
6320,2,925.0,,2019.0,7397.0,280.0,15150.0
6330,1,5120.0,,2020.0,2002.0,5688.0,0.0
6343,1,7400.0,,2020.0,593.0,255.0,5489.0
6359,2,2420.0,,2020.0,2484.0,218.0,675.0
6367,2,7991.0,,2019.0,5158.0,5959.0,1787.0
6373,2,467.0,,2020.0,434.0,38.0,96.0
6378,2,2252.0,,2019.0,2405.0,334.0,595.0
6392,2,2901.0,,2021.0,2512.0,742.0,0.0
6396,1,0.0,,2019.0,703.0,41.0,0.0
6397,1,7500.0,,2020.0,10550.0,1841.0,0.0
6403,1,26.0,,2019.0,74.0,39.0,0.0
6404,1,400.0,,2019.0,778.0,77.0,0.0
6406,3,500.0,100486.0,2013.0,,,
6408,2,2548.0,,2020.0,535.0,419.0,193.0
6410,1,871.0,,2018.0,4735.0,490.0,4467.0
6416,1,575.0,,2019.0,270.0,20.0,68.0
6428,3,2200.0,572500.0,2019.0,7091.0,475.0,33718.0
6429,2,1803.0,,2020.0,1317.0,642.0,302.0
6444,1,1048.0,,2020.0,1782.0,1628.0,0.0
6464,1,19011.0,,2020.0,80097.0,36848.0,0.0
6465,1,8875.0,,2020.0,78263.0,2105.0,0.0
6471,1,792.0,,2019.0,10811.0,4255.0,2978.0
6477,1,1137.0,,2019.0,855.0,12.0,0.0
6479,1,2442.0,,2019.0,238.0,3040.0,0.0
6501,1,8500.0,,2020.0,14203.0,5507.0,0.0
6505,1,1137.0,,2019.0,7807.0,1076.0,0.0
6509,1,9.0,,2015.0,5.0,235.0,45252.0
6514,1,1053.0,,2020.0,17681.0,63.0,0.0
6517,1,942.0,,2019.0,4029.0,18.0,2102.0
6518,1,10000.0,,2020.0,181635.0,12298.0,0.0
6519,1,1156.0,,2020.0,1672.0,179.0,0.0
6520,5,601.0,,2019.0,713.0,259.0,245.0
6521,1,751.0,,2019.0,54466.0,473.0,0.0
6525,2,440.0,,2017.0,295.0,70.0,0.0
6532,5,750.0,,2017.0,346.0,66.0,0.0
6539,1,766.0,,2020.0,25828.0,110144.0,147636.0
6548,2,941.0,,2019.0,1939.0,5009.0,23877.0
6549,1,510.0,,2019.0,1532.0,708.0,108298.0
6550,1,595.0,,2020.0,2500.0,438.0,0.0
6551,1,458.0,,2017.0,2070.0,638.0,67645.0
6560,1,514.0,,2020.0,5841.0,1069.0,1118.0
6561,2,400.0,,2017.0,776.0,552.0,223.0
6563,2,400.0,,2011.0,756.0,525.0,0.0
6568,1,1330.0,,2019.0,5931.0,507.0,0.0
6574,1,500.0,,2019.0,1536.0,30.0,0.0
6576,1,887.0,,2018.0,4091.0,302.0,0.0
6577,1,621.0,,2018.0,2631.0,195.0,0.0
6584,1,6573.0,,2019.0,14458.0,623.0,184560.0
6585,2,567.0,,2016.0,2925.0,170.0,0.0
6615,1,872.0,,2018.0,1706.0,225.0,456.0
6616,1,1094.0,,2018.0,7363.0,262.0,1967.0
6619,2,1369.0,,2020.0,2632.0,145.0,592.0
6623,1,576.0,,2020.0,14025.0,52.0,3626.0
6628,2,1190.0,,2020.0,1431.0,186.0,339.0
6633,2,4000.0,,2020.0,1024.0,2638.0,769.0
6634,1,663.0,,2019.0,136.0,195.0,5774.0
6635,1,572.0,,2019.0,61.0,1.0,0.0
6642,1,839.0,,2020.0,11314.0,1524.0,0.0
6644,1,2490.0,,2020.0,5892.0,990.0,1631.0
6647,3,4600.0,540000.0,2019.0,21992.0,5596.0,145490.0
6651,1,1374.0,,2019.0,712.0,167.0,84193.0
6654,2,245.0,,2019.0,1257.0,230.0,371.0
6658,1,560.0,,2019.0,5772.0,36.0,0.0
6661,1,679.0,,2019.0,6931.0,51.0,0.0
6662,1,1000.0,,2018.0,788.0,177.0,230.0
6663,1,517.0,,2019.0,7123.0,40.0,0.0
6664,1,84.0,,2020.0,347.0,36.0,4787.0
6666,1,800.0,,2019.0,1927.0,37.0,41906.0
6680,1,538.0,,2011.0,6802.0,406.0,0.0
6686,3,7500.0,1600000.0,2019.0,10750.0,4900.0,66662.0
6690,1,1125.0,,2019.0,7017.0,1405.0,0.0
6698,1,626.0,,2020.0,236.0,137.0,0.0
6705,2,604.0,,2020.0,5.0,2.0,0.0
6708,1,1325.0,,2019.0,778.0,185.0,15068.0
6711,1,10000.0,,2020.0,6232.0,394.0,0.0
6715,5,1400.0,,2012.0,2642.0,184.0,515.0
6718,1,1470.0,,2018.0,16349.0,1867.0,43820493.0
6724,1,1575.0,,2020.0,923.0,220.0,2212.0
6730,3,2930.0,1045271.0,2019.0,14458.0,1628.0,59773.0
6732,1,1189.0,,2020.0,4905.0,3909.0,477584.0
6735,1,580.0,,2018.0,6017.0,521.0,7196.0
6756,1,1126.0,,2020.0,220.0,5.0,46750.0
6766,2,2550.0,,2019.0,1797.0,580.0,539.0
6767,1,491.0,,2020.0,575.0,20.0,776.0
6768,3,1913.0,68126.0,2019.0,3070.0,644.0,952.0
6770,1,1700.0,,2021.0,1506.0,658.0,0.0
6773,1,500.0,,2020.0,750.0,715.0,0.0
6778,2,7643.0,,2020.0,5439.0,895.0,6337.0
6781,3,4491.0,1165000.0,2019.0,8866.0,1045.0,33272.0
6789,1,1430.0,,2020.0,2730.0,45016.0,83007.0
6793,1,2320.0,,2019.0,4006.0,4356.0,0.0
6808,1,3530.0,,2020.0,3284.0,205.0,86504.0
6809,2,794.0,,2020.0,1177.0,87.0,267.0
6814,2,946.0,,2020.0,9556.0,13690.0,14370.0
6815,1,668.0,,2019.0,1644.0,106.0,0.0
6817,1,1487.0,,2020.0,1183.0,5686.0,46546.0
6830,1,5750.0,,2019.0,1854.0,23.0,0.0
6835,1,869.0,,2019.0,1031.0,320.0,398.0
6838,1,1493.0,,2019.0,39.0,1.0,0.0
6845,2,882.0,,2020.0,79404.0,10982.0,39894.0
6846,1,619.0,,2020.0,55003.0,13264.0,0.0
6854,1,660.0,,2019.0,1949.0,147.0,0.0
6856,1,1071.0,,2018.0,934.0,181.0,8307.0
6857,1,1700.0,,2019.0,2113.0,1574.0,972.0
6860,1,900.0,,2020.0,129.0,238.0,5833.0
6867,1,600.0,,2020.0,10.0,3569.0,1144.0
6870,1,10744.0,,2019.0,56058.0,28759.0,2970191.0
6874,5,780.0,,2020.0,2322.0,99.0,0.0
6875,5,1400.0,,2017.0,2281.0,125.0,5858.0
6881,1,815.0,,2019.0,463.0,78.0,0.0
6891,2,1100.0,,2017.0,1155.0,1535.0,62379.0
6897,1,35000.0,,2019.0,25225.0,3741.0,0.0
6914,5,1700.0,,2020.0,1805.0,222.0,403.0
6916,2,300.0,,2012.0,8036.0,3586.0,0.0
6917,2,330.0,,2016.0,6151.0,3538.0,0.0
6918,2,362.0,,2020.0,5279.0,4084.0,0.0
6919,1,1575.0,,2019.0,2688.0,248.0,693.0
6921,2,1550.0,,2020.0,2403.0,90.0,0.0
6938,5,1435.0,,2020.0,1371.0,313.0,0.0
6954,1,4500.0,,2019.0,54221.0,5935.0,72196.0
6960,1,1076.0,,2019.0,1639.0,635.0,0.0
6961,1,1500.0,,2019.0,985.0,286.0,0.0
6967,1,597.0,,2019.0,909.0,352.0,0.0
6968,2,320.0,,2019.0,45.0,243.0,0.0
6974,1,1026.0,,2019.0,22434.0,66.0,5674.0
6977,2,840.0,,2020.0,1516.0,66.0,331.0
6979,2,2333.0,,2019.0,2910.0,433.0,0.0
6989,3,350.0,113000.0,2018.0,,,
6990,3,276.0,66478.0,2019.0,,,
6998,4,400.0,,2019.0,379.0,28.0,1037.0
7005,1,649.0,,2018.0,16315.0,169.0,0.0
7006,1,2000.0,,2020.0,727729.0,24000.0,0.0
7010,2,700.0,,2020.0,19919.0,605.0,0.0
7037,1,700.0,,2020.0,3072.0,232.0,0.0
7038,1,980.0,,2020.0,5121574.0,53303.0,0.0
7042,4,201.0,,2016.0,192.0,11.0,659.0
7046,2,750.0,,2012.0,3921.0,347.0,929.0
7047,1,565.0,,2019.0,7633.0,522.0,2110.0
7050,2,782.0,,2019.0,3371.0,195.0,880.0
7055,1,1000.0,,2019.0,21112.0,2300.0,5577.0
7068,1,520.0,,2020.0,219.0,1419.0,155.0
7070,1,2500.0,,2020.0,10339.0,1521.0,9772.0
7071,1,505.0,,2020.0,5264.0,44.0,0.0
7082,2,264.0,,2020.0,1233.0,52.0,0.0
7090,1,1788.0,,2019.0,539.0,761.0,711348.0
7099,1,286.0,,2020.0,8817.0,31.0,0.0
7102,1,1499.0,,2019.0,6085.0,650.0,0.0
7111,1,3700.0,,2019.0,1441.0,118.0,86916.0
7122,1,12800.0,,2020.0,29184.0,36552.0,843241.0
7125,1,622.0,,2021.0,8430.0,52.0,0.0
7149,1,2000.0,,2019.0,2646.0,840.0,0.0
7158,3,614.0,209360.0,2020.0,17947.0,2010.0,10.0
7159,2,350.0,,2020.0,496.0,17.0,120.0
7161,2,745.0,,2020.0,47617.0,3781.0,313117.0
7176,2,650.0,,2020.0,2211.0,186.0,490.0
7177,1,833.0,,2018.0,10552.0,1515.0,154896.0
7186,1,295.0,,2020.0,2874.0,263.0,638.0
7187,1,933.0,,2020.0,13159.0,6769.0,0.0
7191,1,614.0,,2020.0,245.0,25.0,340.0
7195,3,276.0,78048.0,2020.0,9902.0,255.0,0.0
7196,3,1021.0,59982.0,2020.0,2402.0,577.0,0.0
7197,1,520.0,,2020.0,269.0,184.0,0.0
7203,2,2891.0,,2020.0,2818.0,493.0,750.0
7207,5,581.0,,2020.0,174.0,48.0,2330.0
7209,1,1630.0,,2019.0,692.0,1033.0,0.0
7210,1,800.0,,2018.0,6053.0,1953.0,1716.0
7224,1,945.0,,2019.0,2910.0,202.0,0.0
7226,1,242.0,,2021.0,10484.0,296.0,46390.0
7227,2,650.0,,2020.0,1177.0,93.0,250.0
7230,5,766.0,,2020.0,184.0,68.0,0.0
7234,3,2400.0,134000.0,2020.0,4508.0,2148.0,0.0
7235,2,388.0,,2020.0,574.0,177.0,159.0
7236,5,670.0,,2020.0,1969.0,484.0,0.0
7242,1,2171.0,,2020.0,91.0,2321.0,352512.0
7245,1,2500.0,,2019.0,0.0,30.0,0.0
7251,1,100.0,,2019.0,12556.0,2417.0,0.0
7256,1,100.0,,2019.0,4368.0,1133.0,0.0
7272,2,7000.0,,2020.0,3443.0,3381.0,0.0
7276,3,201.0,70000.0,2017.0,1450.0,157.0,0.0
7301,1,3500.0,,2020.0,154.0,26.0,0.0
7311,1,644.0,,2019.0,2150.0,179.0,0.0
7316,3,300.0,79372.0,2019.0,960.0,249.0,304.0
7320,3,1692.0,289488.0,2020.0,4602.0,267.0,8885.0
7330,1,7346.0,,2020.0,2376.0,742.0,1194.0
7339,1,600.0,,2019.0,0.0,127.0,42858.0
7342,1,4500.0,,2020.0,11602.0,1215.0,71733.0
7343,1,850.0,,2020.0,4581.0,1057.0,0.0
7349,1,1700.0,,2019.0,464056.0,12633.0,0.0
7350,2,2160.0,,2020.0,1125.0,4236.0,0.0
7361,2,948.0,,2019.0,1273.0,354.0,19281.0
7364,1,1600.0,,2019.0,361.0,6.0,1327.0
7373,2,305.0,,2020.0,86481.0,88.0,0.0
7374,2,388.0,,2012.0,725.0,167.0,179.0
7375,1,737.0,,2018.0,787.0,31.0,1872.0
7383,5,3000.0,,2021.0,5691.0,1029.0,1554.0
7384,1,263.0,,2020.0,789.0,175.0,0.0
7393,1,750.0,,2020.0,1883.0,132.0,0.0
7398,1,541.0,,2019.0,91.0,171.0,79855.0
7401,1,1370.0,,2020.0,2113.0,164.0,462.0
7408,2,4200.0,,2015.0,12242.0,2329.0,356.0
7411,3,1600.0,437368.0,2019.0,2320.0,206.0,24154.0
7420,1,15.0,,2020.0,40.0,4.0,4662.0
7422,1,529.0,,2020.0,2149.0,222.0,0.0
7429,1,1900.0,,2019.0,2603.0,946.0,0.0
7431,1,65.0,,2020.0,0.0,48.0,90.0
7436,2,2755.0,,2020.0,2977.0,2715.0,6136.0
7438,3,1613.0,65817.0,2020.0,587.0,2007.0,10291.0
7458,1,1287.0,,2020.0,6734.0,1085.0,1369.0
7459,1,625.0,,2019.0,146.0,165.0,2448.0
7460,1,1046.0,,2020.0,777.0,183.0,0.0
7469,1,1357.0,,2020.0,0.0,46.0,1471.0
7470,5,1700.0,,2020.0,3303.0,618.0,0.0
7476,1,1500.0,,2020.0,37361.0,6632.0,0.0
7478,5,580.0,,2020.0,431.0,51.0,0.0
7479,2,350.0,,2019.0,354.0,313.0,0.0
7493,2,1120.0,,2019.0,276.0,136.0,0.0
7494,3,4961.0,284677.0,2019.0,17158.0,6295.0,15139.0
7500,3,3307.0,500510.0,2019.0,127140.0,12167.0,107396.0
7503,3,1257.0,273579.0,2019.0,7574.0,721.0,1194.0
7505,3,200.0,95000.0,2019.0,3066.0,341.0,0.0
7510,3,65.0,5426.0,2019.0,82.0,14.0,767.0
7512,1,650.0,,2020.0,8813.0,350.0,0.0
7513,1,57.0,,2020.0,52.0,5.0,0.0
7516,1,2980.0,,2020.0,36620.0,9552.0,0.0
7517,1,950.0,,2019.0,0.0,54.0,1940.0
7518,1,616.0,,2020.0,698.0,151.0,0.0
7520,3,6519.0,2024162.0,2017.0,16239.0,2056.0,3582.0
7523,1,658.0,,2020.0,759.0,55.0,346.0
7526,2,2160.0,,2020.0,3890.0,144.0,0.0
7527,2,2160.0,,2016.0,4079.0,351.0,0.0
7530,1,516.0,,2019.0,995.0,247.0,0.0
7532,5,586.0,,2019.0,965.0,109.0,0.0
7533,3,1068.0,49635.0,2019.0,1676.0,480.0,602.0
7534,2,639.0,,2020.0,3429.0,2429.0,1801.0
7536,1,80.0,,2020.0,14975.0,544.0,3426.0
7541,3,2300.0,116581.0,2019.0,2625.0,1978.0,0.0
7542,2,1050.0,,2020.0,140.0,7404.0,1490.0
7553,2,2141.0,,2020.0,1777.0,656.0,0.0
7554,1,826.0,,2020.0,8872.0,0.0,0.0
7558,1,1089.0,,2020.0,1713.0,866.0,3453.0
7568,2,1002.0,,2020.0,249.0,2655.0,568.0
7569,1,405.0,,2020.0,294.0,45.0,0.0
7570,1,606.0,,2020.0,813.0,310.0,326.0
7572,2,2406.0,,2020.0,3330.0,314.0,735.0
7576,1,700.0,,2019.0,12647.0,1375.0,0.0
7577,1,9134.0,,2020.0,15851.0,35389.0,280232.0
7578,1,560.0,,2019.0,24596.0,1454.0,0.0
7588,1,612.0,,2020.0,439.0,110.0,57004.0
7594,1,1306.0,,2019.0,1141.0,120.0,28563.0
